"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-05",-6,"20","inc covid hosp","quantile",0.01,21.9009021176447
"2022-12-05",-6,"20","inc covid hosp","quantile",0.025,24.1865269251114
"2022-12-05",-6,"20","inc covid hosp","quantile",0.05,25.9100508700114
"2022-12-05",-6,"20","inc covid hosp","quantile",0.1,28.4451059497509
"2022-12-05",-6,"20","inc covid hosp","quantile",0.15,30.2442327796948
"2022-12-05",-6,"20","inc covid hosp","quantile",0.2,31.9982047790678
"2022-12-05",-6,"20","inc covid hosp","quantile",0.25,33.5408668167606
"2022-12-05",-6,"20","inc covid hosp","quantile",0.3,35.082728515218
"2022-12-05",-6,"20","inc covid hosp","quantile",0.35,35.979157427361
"2022-12-05",-6,"20","inc covid hosp","quantile",0.4,37.2694174927402
"2022-12-05",-6,"20","inc covid hosp","quantile",0.45,38.3278289711218
"2022-12-05",-6,"20","inc covid hosp","quantile",0.5,39.4723273617786
"2022-12-05",-6,"20","inc covid hosp","quantile",0.55,40.7181460254757
"2022-12-05",-6,"20","inc covid hosp","quantile",0.6,41.9278950720532
"2022-12-05",-6,"20","inc covid hosp","quantile",0.65,43.1641341491587
"2022-12-05",-6,"20","inc covid hosp","quantile",0.7,44.5356248266984
"2022-12-05",-6,"20","inc covid hosp","quantile",0.75,46.1515971743092
"2022-12-05",-6,"20","inc covid hosp","quantile",0.8,47.9581259700632
"2022-12-05",-6,"20","inc covid hosp","quantile",0.85,50.4533214990788
"2022-12-05",-6,"20","inc covid hosp","quantile",0.9,53.3943863808084
"2022-12-05",-6,"20","inc covid hosp","quantile",0.95,57.460873222829
"2022-12-05",-6,"20","inc covid hosp","quantile",0.975,61.6923965616879
"2022-12-05",-6,"20","inc covid hosp","quantile",0.99,66.0519707747327
"2022-12-05",3,"20","inc covid hosp","quantile",0.01,15.5989184633048
"2022-12-05",3,"20","inc covid hosp","quantile",0.025,19.5058083933706
"2022-12-05",3,"20","inc covid hosp","quantile",0.05,22.0775351028326
"2022-12-05",3,"20","inc covid hosp","quantile",0.1,25.328236544208
"2022-12-05",3,"20","inc covid hosp","quantile",0.15,27.4449138110997
"2022-12-05",3,"20","inc covid hosp","quantile",0.2,29.2986865850362
"2022-12-05",3,"20","inc covid hosp","quantile",0.25,30.5838338736138
"2022-12-05",3,"20","inc covid hosp","quantile",0.3,32.0206503962452
"2022-12-05",3,"20","inc covid hosp","quantile",0.35,33.6777134521368
"2022-12-05",3,"20","inc covid hosp","quantile",0.4,35.2653999982925
"2022-12-05",3,"20","inc covid hosp","quantile",0.45,36.7807468346943
"2022-12-05",3,"20","inc covid hosp","quantile",0.5,38.7000164960629
"2022-12-05",3,"20","inc covid hosp","quantile",0.55,40.4914981675086
"2022-12-05",3,"20","inc covid hosp","quantile",0.6,42.2310723957021
"2022-12-05",3,"20","inc covid hosp","quantile",0.65,44.0970476080378
"2022-12-05",3,"20","inc covid hosp","quantile",0.7,46.3003092859917
"2022-12-05",3,"20","inc covid hosp","quantile",0.75,48.7794600015956
"2022-12-05",3,"20","inc covid hosp","quantile",0.8,51.4990062986291
"2022-12-05",3,"20","inc covid hosp","quantile",0.85,54.699528605802
"2022-12-05",3,"20","inc covid hosp","quantile",0.9,59.1279011881074
"2022-12-05",3,"20","inc covid hosp","quantile",0.95,67.4936700960178
"2022-12-05",3,"20","inc covid hosp","quantile",0.975,73.1936235309545
"2022-12-05",3,"20","inc covid hosp","quantile",0.99,79.4769903378832
"2022-12-05",4,"20","inc covid hosp","quantile",0.01,13.7870034270399
"2022-12-05",4,"20","inc covid hosp","quantile",0.025,16.7697200229032
"2022-12-05",4,"20","inc covid hosp","quantile",0.05,18.9762293347365
"2022-12-05",4,"20","inc covid hosp","quantile",0.1,22.5853258634762
"2022-12-05",4,"20","inc covid hosp","quantile",0.15,24.7731168919764
"2022-12-05",4,"20","inc covid hosp","quantile",0.2,26.4379695807084
"2022-12-05",4,"20","inc covid hosp","quantile",0.25,28.0084131054227
"2022-12-05",4,"20","inc covid hosp","quantile",0.3,29.5961449300457
"2022-12-05",4,"20","inc covid hosp","quantile",0.35,31.1177061601095
"2022-12-05",4,"20","inc covid hosp","quantile",0.4,32.5522024109111
"2022-12-05",4,"20","inc covid hosp","quantile",0.45,34.0309444499974
"2022-12-05",4,"20","inc covid hosp","quantile",0.5,35.4192038754839
"2022-12-05",4,"20","inc covid hosp","quantile",0.55,36.9970896087112
"2022-12-05",4,"20","inc covid hosp","quantile",0.6,38.623202509696
"2022-12-05",4,"20","inc covid hosp","quantile",0.65,40.207164153066
"2022-12-05",4,"20","inc covid hosp","quantile",0.7,42.4496936794343
"2022-12-05",4,"20","inc covid hosp","quantile",0.75,44.5484741871679
"2022-12-05",4,"20","inc covid hosp","quantile",0.8,47.5836522949369
"2022-12-05",4,"20","inc covid hosp","quantile",0.85,50.4025443244495
"2022-12-05",4,"20","inc covid hosp","quantile",0.9,54.9196176411913
"2022-12-05",4,"20","inc covid hosp","quantile",0.95,62.0701947963351
"2022-12-05",4,"20","inc covid hosp","quantile",0.975,70.3506667992067
"2022-12-05",4,"20","inc covid hosp","quantile",0.99,80.027543645838
"2022-12-05",5,"20","inc covid hosp","quantile",0.01,11.568849817484
"2022-12-05",5,"20","inc covid hosp","quantile",0.025,14.3853198071449
"2022-12-05",5,"20","inc covid hosp","quantile",0.05,17.2216824334057
"2022-12-05",5,"20","inc covid hosp","quantile",0.1,19.5690020046775
"2022-12-05",5,"20","inc covid hosp","quantile",0.15,21.6817406960933
"2022-12-05",5,"20","inc covid hosp","quantile",0.2,23.3715343100551
"2022-12-05",5,"20","inc covid hosp","quantile",0.25,25.2040667075492
"2022-12-05",5,"20","inc covid hosp","quantile",0.3,26.8248638817474
"2022-12-05",5,"20","inc covid hosp","quantile",0.35,28.7032242959983
"2022-12-05",5,"20","inc covid hosp","quantile",0.4,30.080752073566
"2022-12-05",5,"20","inc covid hosp","quantile",0.45,31.6277581525873
"2022-12-05",5,"20","inc covid hosp","quantile",0.5,33.0505800256568
"2022-12-05",5,"20","inc covid hosp","quantile",0.55,34.555811747977
"2022-12-05",5,"20","inc covid hosp","quantile",0.6,36.4649513616178
"2022-12-05",5,"20","inc covid hosp","quantile",0.65,38.2193079023743
"2022-12-05",5,"20","inc covid hosp","quantile",0.7,40.2978971657063
"2022-12-05",5,"20","inc covid hosp","quantile",0.75,42.3648491249505
"2022-12-05",5,"20","inc covid hosp","quantile",0.8,45.4014454949684
"2022-12-05",5,"20","inc covid hosp","quantile",0.85,48.5357189361762
"2022-12-05",5,"20","inc covid hosp","quantile",0.9,52.557322531606
"2022-12-05",5,"20","inc covid hosp","quantile",0.95,60.1147073969167
"2022-12-05",5,"20","inc covid hosp","quantile",0.975,64.7774442777997
"2022-12-05",5,"20","inc covid hosp","quantile",0.99,73.0818102704955
"2022-12-05",6,"20","inc covid hosp","quantile",0.01,14.2837305309537
"2022-12-05",6,"20","inc covid hosp","quantile",0.025,16.7818611204834
"2022-12-05",6,"20","inc covid hosp","quantile",0.05,19.2972593111939
"2022-12-05",6,"20","inc covid hosp","quantile",0.1,22.4708652843407
"2022-12-05",6,"20","inc covid hosp","quantile",0.15,24.6589012419994
"2022-12-05",6,"20","inc covid hosp","quantile",0.2,26.3497556657658
"2022-12-05",6,"20","inc covid hosp","quantile",0.25,28.178357128254
"2022-12-05",6,"20","inc covid hosp","quantile",0.3,29.8419549131957
"2022-12-05",6,"20","inc covid hosp","quantile",0.35,31.6029951287562
"2022-12-05",6,"20","inc covid hosp","quantile",0.4,33.4765426546543
"2022-12-05",6,"20","inc covid hosp","quantile",0.45,35.2793403831525
"2022-12-05",6,"20","inc covid hosp","quantile",0.5,36.9386094511175
"2022-12-05",6,"20","inc covid hosp","quantile",0.55,38.7195194035738
"2022-12-05",6,"20","inc covid hosp","quantile",0.6,40.6069415021014
"2022-12-05",6,"20","inc covid hosp","quantile",0.65,42.1962301159043
"2022-12-05",6,"20","inc covid hosp","quantile",0.7,44.9008893043824
"2022-12-05",6,"20","inc covid hosp","quantile",0.75,47.3602010186178
"2022-12-05",6,"20","inc covid hosp","quantile",0.8,50.0803672356057
"2022-12-05",6,"20","inc covid hosp","quantile",0.85,53.2163970298612
"2022-12-05",6,"20","inc covid hosp","quantile",0.9,58.2395513784307
"2022-12-05",6,"20","inc covid hosp","quantile",0.95,65.1565439102339
"2022-12-05",6,"20","inc covid hosp","quantile",0.975,72.1714688612081
"2022-12-05",6,"20","inc covid hosp","quantile",0.99,82.9739336573418
"2022-12-05",7,"20","inc covid hosp","quantile",0.01,14.8698684120753
"2022-12-05",7,"20","inc covid hosp","quantile",0.025,17.8677500733207
