"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-05",1,"20","inc covid hosp","quantile",0.01,31.629668582659
"2022-12-05",1,"20","inc covid hosp","quantile",0.025,34.418602277098
"2022-12-05",1,"20","inc covid hosp","quantile",0.05,36.7895823436934
"2022-12-05",1,"20","inc covid hosp","quantile",0.1,40.0752543900337
"2022-12-05",1,"20","inc covid hosp","quantile",0.15,42.607215426706
"2022-12-05",1,"20","inc covid hosp","quantile",0.2,44.9496367186899
"2022-12-05",1,"20","inc covid hosp","quantile",0.25,46.7585851992077
"2022-12-05",1,"20","inc covid hosp","quantile",0.3,48.6163877133192
"2022-12-05",1,"20","inc covid hosp","quantile",0.35,50.3455037876914
"2022-12-05",1,"20","inc covid hosp","quantile",0.4,51.6785913791063
"2022-12-05",1,"20","inc covid hosp","quantile",0.45,53.0243383611222
"2022-12-05",1,"20","inc covid hosp","quantile",0.5,54.3889689384592
"2022-12-05",1,"20","inc covid hosp","quantile",0.55,56.0210157931264
"2022-12-05",1,"20","inc covid hosp","quantile",0.6,57.4523209321621
"2022-12-05",1,"20","inc covid hosp","quantile",0.65,58.8373768301188
"2022-12-05",1,"20","inc covid hosp","quantile",0.7,60.6872025198741
"2022-12-05",1,"20","inc covid hosp","quantile",0.75,63.1126735504735
"2022-12-05",1,"20","inc covid hosp","quantile",0.8,65.4842063356166
"2022-12-05",1,"20","inc covid hosp","quantile",0.85,68.6420120772163
"2022-12-05",1,"20","inc covid hosp","quantile",0.9,71.7957746209948
"2022-12-05",1,"20","inc covid hosp","quantile",0.95,76.302545458492
"2022-12-05",1,"20","inc covid hosp","quantile",0.975,81.6432261938936
"2022-12-05",1,"20","inc covid hosp","quantile",0.99,89.8569185959683
"2022-12-05",10,"20","inc covid hosp","quantile",0.01,26.4016768792287
"2022-12-05",10,"20","inc covid hosp","quantile",0.025,30.3386084732444
"2022-12-05",10,"20","inc covid hosp","quantile",0.05,34.9726605985839
"2022-12-05",10,"20","inc covid hosp","quantile",0.1,39.4437278669348
"2022-12-05",10,"20","inc covid hosp","quantile",0.15,42.4385182764891
"2022-12-05",10,"20","inc covid hosp","quantile",0.2,44.8896798666162
"2022-12-05",10,"20","inc covid hosp","quantile",0.25,47.2853543664596
"2022-12-05",10,"20","inc covid hosp","quantile",0.3,49.5911455086591
"2022-12-05",10,"20","inc covid hosp","quantile",0.35,51.9295281176451
"2022-12-05",10,"20","inc covid hosp","quantile",0.4,54.4329992307596
"2022-12-05",10,"20","inc covid hosp","quantile",0.45,56.4453609867131
"2022-12-05",10,"20","inc covid hosp","quantile",0.5,58.915974345296
"2022-12-05",10,"20","inc covid hosp","quantile",0.55,61.4942447049252
"2022-12-05",10,"20","inc covid hosp","quantile",0.6,63.6368872409716
"2022-12-05",10,"20","inc covid hosp","quantile",0.65,66.1572475262593
"2022-12-05",10,"20","inc covid hosp","quantile",0.7,69.2452971656804
"2022-12-05",10,"20","inc covid hosp","quantile",0.75,71.6511618819529
"2022-12-05",10,"20","inc covid hosp","quantile",0.8,75.0355370798783
"2022-12-05",10,"20","inc covid hosp","quantile",0.85,79.2801739831873
"2022-12-05",10,"20","inc covid hosp","quantile",0.9,85.2339062378662
"2022-12-05",10,"20","inc covid hosp","quantile",0.95,94.0331870801028
"2022-12-05",10,"20","inc covid hosp","quantile",0.975,102.456526321909
"2022-12-05",10,"20","inc covid hosp","quantile",0.99,113.295458682098
"2022-12-05",11,"20","inc covid hosp","quantile",0.01,22.3720142462488
"2022-12-05",11,"20","inc covid hosp","quantile",0.025,26.1686263855194
